run_id,pTransmit,arrive,triage,untreated,treated,adultAdmit,childAdmit,discharge,ambulatory,staffInfected,waitAvg,dsToHospital,S,I
1784904974875,0.04,4963,31,57,22,28,3,22,4875,2,0.0112,4920,59263.56,58999.16
1784904974905,0.04,4893,41,56,17,40,1,17,4796,3,0.0112,4920,59263.55,58999.17
1784904974935,0.04,4917,38,52,14,36,2,14,4827,3,0.0112,4920,59263.65,58999.08
1784904974973,0.04,4932,33,47,15,32,1,15,4852,6,0.0225,4920,59263.58,58999.14
1784904975009,0.04,4913,43,54,18,42,1,18,4816,1,0.0225,4920,59263.67,58999.07
1784904975041,0.04,4924,34,40,16,31,3,16,4850,2,0.0112,4920,59263.62,58999.11
1784904975072,0.04,4846,38,44,16,36,2,16,4764,4,0.0112,4920,59263.64,58999.09
1784904975104,0.04,4841,27,57,11,25,2,11,4757,2,0.0337,4920,59263.54,58999.18
1784904975142,0.04,4888,29,48,13,25,4,13,4811,2,0.0225,4920,59263.58,58999.15
1784904975174,0.04,4909,34,52,14,34,0,14,4823,1,0.0112,4920,59263.55,58999.17
1784904975205,0.04,4960,39,59,13,35,4,13,4862,4,0.0225,4920,59263.56,58999.16
1784904975236,0.04,4925,36,59,17,33,3,17,4830,5,0.0,4920,59263.54,58999.18
1784904975269,0.04,4949,33,48,15,32,1,15,4868,4,0.0337,4920,59263.62,58999.11
1784904975310,0.04,4920,33,50,16,30,3,16,4837,1,0.0,4920,59263.58,58999.15
1784904975343,0.04,4920,30,49,22,28,2,22,4841,6,0.0,4920,59263.56,58999.16
1784904975374,0.04,4966,38,41,15,37,1,15,4887,5,0.0112,4920,59263.62,58999.11
1784904975405,0.04,4875,34,43,15,31,3,15,4798,3,0.0112,4920,59263.59,58999.13
1784904975481,0.04,4891,50,52,20,47,3,20,4789,3,0.0225,4920,59263.57,58999.15
1784904975511,0.04,4848,33,45,13,33,0,13,4770,3,0.0337,4920,59263.57,58999.16
1784904975543,0.04,4856,38,56,17,35,3,17,4762,1,0.0112,4920,59263.62,58999.11
1784904975573,0.04,4827,44,48,17,38,6,17,4735,1,0.0112,4920,59263.53,58999.19
1784904975618,0.04,4937,41,45,16,37,4,16,4851,3,0.0337,4920,59263.71,58999.03
1784904975650,0.04,4903,42,46,21,42,0,21,4815,2,0.0,4920,59263.59,58999.14
1784904975681,0.04,4924,42,52,16,41,1,16,4830,3,0.0112,4920,59263.6,58999.13
1784904975710,0.04,4953,36,59,12,35,1,12,4858,3,0.0225,4920,59263.58,58999.15
1784904975743,0.04,4949,34,50,15,29,5,15,4865,2,0.0337,4920,59263.6,58999.13
1784904986543,0.04,4908,43,65,20,40,3,20,4800,3,0.0,4920,59263.69,58999.05
