c,i0,p2h,gate,unt,arr_d,flujo04,untreated,treated,adult,child,mape_t5,mape_f8,max_err
2.650,4000,0.0100,0.006575,0.009638,244.86,5464.8,50.0,17.0,34.0,2.0,4.196,12.610,12.610
2.650,4000,0.0110,0.006122,0.008970,263.00,5908.5,52.0,16.0,33.0,2.0,1.791,21.860,21.860
2.650,4000,0.0120,0.005742,0.008409,280.36,6335.3,52.0,17.0,33.0,2.0,3.364,30.782,30.782
2.650,4000,0.0130,0.005421,0.007937,296.95,6745.8,51.0,16.0,33.0,2.0,1.869,39.383,39.383
2.650,4000,0.0140,0.005143,0.007528,313.00,7140.3,52.0,15.0,33.0,2.0,3.049,47.673,47.673
2.650,4000,0.0150,0.004904,0.007177,328.27,7519.4,52.0,16.0,33.0,2.0,1.791,55.659,55.659
2.650,4200,0.0070,0.008377,0.012303,192.18,4185.0,51.0,16.0,32.0,2.0,2.619,14.097,14.097
2.650,4200,0.0080,0.007543,0.011067,213.45,4701.7,52.0,17.0,33.0,2.0,3.364,6.437,6.437
2.650,4200,0.0085,0.007195,0.010553,223.73,4953.0,50.0,16.0,33.0,2.0,2.354,6.214,6.214
2.650,4200,0.0090,0.006883,0.010093,233.91,5199.6,52.0,18.0,33.0,2.0,4.936,7.576,7.576
2.650,4200,0.0095,0.006602,0.009678,243.86,5441.7,51.0,18.0,34.0,2.0,5.284,11.928,11.928
2.650,4200,0.0100,0.006349,0.009304,253.59,5679.3,52.0,17.0,33.0,2.0,3.364,16.864,16.864
2.650,4200,0.0110,0.005909,0.008656,272.45,6141.1,51.0,17.0,33.0,2.0,3.441,26.475,26.475
2.650,4200,0.0120,0.005542,0.008116,290.45,6585.6,53.0,17.0,33.0,2.0,3.848,35.747,35.747
2.650,4200,0.0130,0.005230,0.007656,307.82,7013.1,50.0,16.0,34.0,2.0,2.624,44.688,44.688
2.650,4200,0.0140,0.004962,0.007262,324.45,7424.3,52.0,16.0,33.0,2.0,1.791,53.308,53.308
2.650,4200,0.0150,0.004730,0.006921,340.36,7819.3,51.0,16.0,34.0,2.0,2.139,61.614,61.614
2.650,4500,0.0070,0.007988,0.011727,201.50,4414.0,52.0,17.0,32.0,2.0,4.114,9.937,9.937
2.650,4500,0.0080,0.007190,0.010547,223.91,4959.9,51.0,17.0,33.0,2.0,3.441,5.754,5.754
2.650,4500,0.0085,0.006855,0.010051,234.86,5225.5,50.0,18.0,35.0,2.0,6.519,7.384,7.384
2.650,4500,0.0090,0.006557,0.009611,245.55,5486.2,51.0,17.0,33.0,2.0,3.441,12.599,12.599
2.650,4500,0.0095,0.006288,0.009215,256.05,5742.1,52.0,17.0,33.0,2.0,3.364,17.898,17.898
2.650,4500,0.0100,0.006046,0.008859,266.23,5993.3,52.0,17.0,33.0,2.0,3.364,23.105,23.105
2.650,4500,0.0110,0.005626,0.008239,286.18,6481.9,50.0,17.0,34.0,2.0,4.196,33.246,33.246
2.650,4500,0.0120,0.005273,0.007720,305.32,6952.3,51.0,18.0,33.0,2.0,5.014,43.033,43.033
2.650,4500,0.0130,0.004974,0.007280,323.68,7405.0,51.0,17.0,34.0,2.0,3.711,52.474,52.474
2.650,4500,0.0140,0.004720,0.006905,341.18,7840.5,51.0,15.0,33.0,2.0,3.127,61.578,61.578
2.650,4500,0.0150,0.004497,0.006579,358.05,8259.2,52.0,16.0,32.0,2.0,2.542,70.354,70.354
2.700,2800,0.0070,0.010819,0.015927,148.82,3118.3,50.0,17.0,33.0,2.0,3.926,35.343,35.343
2.700,2800,0.0080,0.009776,0.014377,164.68,3500.0,52.0,16.0,33.0,2.0,1.791,27.351,27.351
2.700,2800,0.0085,0.009338,0.013727,172.41,3685.3,52.0,16.0,32.0,2.0,2.542,23.462,23.462
2.700,2800,0.0090,0.008949,0.013150,179.91,3867.0,52.0,16.0,32.0,2.0,2.542,19.645,19.645
2.700,2800,0.0095,0.008595,0.012625,187.32,4045.1,51.0,16.0,33.0,2.0,1.869,15.897,15.897
2.700,2800,0.0100,0.008280,0.012158,194.45,4219.7,51.0,16.0,33.0,2.0,1.869,12.923,12.923
2.700,2800,0.0110,0.007724,0.011335,208.41,4558.6,53.0,16.0,32.0,2.0,3.026,9.183,9.183
2.700,2800,0.0120,0.007260,0.010649,221.73,4883.9,51.0,16.0,34.0,2.0,2.139,8.921,8.921
2.700,2800,0.0130,0.006863,0.010063,234.59,5196.1,50.0,16.0,34.0,2.0,2.624,10.899,10.899
2.700,2800,0.0140,0.006524,0.009563,246.77,5495.6,51.0,18.0,35.0,2.0,6.034,15.091,15.091
2.700,2800,0.0150,0.006230,0.009130,258.41,5782.7,51.0,16.0,33.0,2.0,1.869,20.976,20.976
2.700,3000,0.0070,0.010303,0.015159,156.32,3300.0,52.0,17.0,33.0,2.0,3.364,31.773,31.773
2.700,3000,0.0080,0.009301,0.013672,173.14,3704.5,51.0,17.0,33.0,2.0,3.441,23.329,23.329
2.700,3000,0.0085,0.008882,0.013050,181.27,3901.0,52.0,17.0,32.0,2.0,4.114,19.220,19.220
2.700,3000,0.0090,0.008508,0.012496,189.18,4093.7,50.0,16.0,34.0,2.0,2.624,15.185,15.185
2.700,3000,0.0095,0.008171,0.011997,197.05,4282.6,51.0,17.0,35.0,2.0,4.462,11.730,11.730
2.700,3000,0.0100,0.007866,0.011545,204.64,4467.8,51.0,17.0,34.0,2.0,3.711,9.663,9.663
2.700,3000,0.0110,0.007335,0.010760,219.50,4827.4,49.0,17.0,35.0,2.0,5.431,7.959,7.959
2.700,3000,0.0120,0.006891,0.010105,233.64,5172.8,52.0,17.0,33.0,2.0,3.364,10.087,10.087
2.700,3000,0.0130,0.006512,0.009546,247.18,5504.3,51.0,17.0,34.0,2.0,3.711,14.538,14.538
2.700,3000,0.0140,0.006190,0.009070,260.09,5822.5,49.0,17.0,34.0,2.0,4.681,21.293,21.293
2.700,3000,0.0150,0.005908,0.008655,272.50,6127.7,52.0,16.0,33.0,2.0,1.791,27.792,27.792
2.700,3200,0.0070,0.009839,0.014470,163.64,3477.5,52.0,16.0,31.0,2.0,3.292,28.285,28.285
2.700,3200,0.0080,0.008877,0.013043,181.36,3904.4,51.0,16.0,33.0,2.0,1.869,19.399,19.399
2.700,3200,0.0085,0.008476,0.012448,189.95,4111.8,50.0,16.0,33.0,2.0,2.354,15.075,15.075
2.700,3200,0.0090,0.008116,0.011916,198.36,4315.3,52.0,16.0,33.0,2.0,1.791,10.885,10.885
2.700,3200,0.0095,0.007793,0.011438,206.59,4514.8,52.0,17.0,33.0,2.0,3.364,8.637,8.637
2.700,3200,0.0100,0.007501,0.011006,214.59,4710.4,51.0,17.0,33.0,2.0,3.441,6.709,6.709
2.700,3200,0.0110,0.006992,0.010253,230.27,5090.3,52.0,16.0,33.0,2.0,1.791,8.988,8.988
2.700,3200,0.0120,0.006567,0.009626,245.23,5455.4,50.0,17.0,33.0,2.0,3.926,13.165,13.165
2.700,3200,0.0130,0.006204,0.009091,259.55,5806.0,52.0,16.0,33.0,2.0,1.791,20.483,20.483
2.700,3200,0.0140,0.005893,0.008632,273.23,6142.6,50.0,17.0,34.0,2.0,4.196,27.605,27.605
2.700,3200,0.0150,0.005623,0.008235,286.27,6465.5,50.0,16.0,34.0,2.0,2.624,34.459,34.459
2.700,3400,0.0070,0.009425,0.013856,170.82,3651.0,51.0,16.0,32.0,2.0,2.619,24.874,24.874
2.700,3400,0.0080,0.008502,0.012487,189.36,4099.9,51.0,16.0,33.0,1.0,13.774,15.556,15.556
2.700,3400,0.0085,0.008115,0.011913,198.41,4318.0,52.0,17.0,33.0,2.0,3.364,11.020,11.020
2.700,3400,0.0090,0.007768,0.011400,207.27,4532.0,52.0,16.0,32.0,2.0,2.542,7.961,7.961
2.700,3400,0.0095,0.007458,0.010943,215.86,4741.9,52.0,16.0,33.0,2.0,1.791,6.462,6.462
2.700,3400,0.0100,0.007176,0.010525,224.36,4947.8,51.0,16.0,33.0,2.0,1.869,7.612,7.612
2.700,3400,0.0110,0.006688,0.009805,240.77,5347.6,51.0,17.0,34.0,2.0,3.711,11.108,11.108
2.700,3400,0.0120,0.006276,0.009197,256.55,5732.0,51.0,17.0,33.0,2.0,3.441,18.534,18.534
2.700,3400,0.0130,0.005928,0.008684,271.59,6101.3,50.0,16.0,34.0,2.0,2.624,26.301,26.301
2.700,3400,0.0140,0.005629,0.008244,285.95,6456.0,52.0,16.0,33.0,2.0,1.791,33.783,33.783
2.700,3400,0.0150,0.005370,0.007862,299.77,6796.4,52.0,16.0,33.0,2.0,1.791,40.986,40.986
2.700,3600,0.0070,0.009059,0.013312,177.73,3820.8,51.0,17.0,33.0,2.0,3.441,21.535,21.535
2.700,3600,0.0080,0.008163,0.011985,197.18,4291.2,52.0,16.0,32.0,2.0,2.542,11.793,11.793
2.700,3600,0.0085,0.007791,0.011435,206.64,4519.8,52.0,16.0,32.0,2.0,2.542,7.639,7.639
2.700,3600,0.0090,0.007457,0.010941,215.91,4744.1,52.0,17.0,33.0,2.0,3.364,6.332,6.332
2.700,3600,0.0095,0.007156,0.010495,225.00,4964.2,52.0,16.0,33.0,1.0,13.696,7.232,13.696
2.700,3600,0.0100,0.006883,0.010093,233.91,5180.1,52.0,17.0,33.0,2.0,3.364,8.478,8.478
2.700,3600,0.0110,0.006412,0.009398,251.05,5599.6,49.0,16.0,34.0,2.0,3.108,15.432,15.432
2.700,3600,0.0120,0.006018,0.008816,267.50,6002.9,52.0,17.0,33.0,2.0,3.364,23.869,23.869
2.700,3600,0.0130,0.005682,0.008321,283.36,6390.6,54.0,16.0,32.0,2.0,3.511,32.000,32.000
2.700,3600,0.0140,0.005393,0.007896,298.55,6763.1,51.0,17.0,34.0,2.0,3.711,39.835,39.835
2.700,3600,0.0150,0.005144,0.007529,312.91,7120.7,51.0,16.0,33.0,2.0,1.869,47.379,47.379
2.700,3800,0.0070,0.008724,0.012816,184.55,3986.9,51.0,16.0,32.0,2.0,2.619,18.264,18.264
2.700,3800,0.0080,0.007859,0.011535,204.86,4478.4,52.0,16.0,33.0,2.0,1.791,8.107,8.107
2.700,3800,0.0085,0.007498,0.011001,214.73,4717.3,52.0,17.0,33.0,2.0,3.364,6.302,6.302
2.700,3800,0.0090,0.007174,0.010523,224.41,4951.8,51.0,17.0,33.0,2.0,3.441,6.725,6.725
2.700,3800,0.0095,0.006884,0.010095,233.82,5181.8,51.0,17.0,33.0,2.0,3.441,8.027,8.027
2.700,3800,0.0100,0.006622,0.009707,243.09,5407.6,50.0,17.0,34.0,2.0,4.196,11.162,11.162
2.700,3800,0.0110,0.006165,0.009034,261.09,5846.3,52.0,16.0,33.0,2.0,1.791,20.292,20.292
2.700,3800,0.0120,0.005784,0.008472,278.41,6268.3,50.0,17.0,34.0,2.0,4.196,29.097,29.097
2.700,3800,0.0130,0.005459,0.007994,294.91,6674.1,52.0,16.0,33.0,2.0,1.791,37.586,37.586
2.700,3800,0.0140,0.005181,0.007585,310.73,7064.0,51.0,17.0,33.0,2.0,3.441,45.767,45.767
2.700,3800,0.0150,0.004941,0.007231,325.86,7438.6,52.0,16.0,33.0,2.0,1.791,53.648,53.648
2.700,4000,0.0070,0.008421,0.012368,191.18,4149.5,50.0,17.0,34.0,2.0,4.196,15.057,15.057
2.700,4000,0.0080,0.007581,0.011125,212.36,4661.6,52.0,16.0,32.0,2.0,2.542,6.373,6.373
2.700,4000,0.0085,0.007232,0.010608,222.64,4910.7,52.0,17.0,33.0,2.0,3.364,6.097,6.097
2.700,4000,0.0090,0.006918,0.010144,232.73,5155.1,51.0,17.0,33.0,2.0,3.441,7.455,7.455
2.700,4000,0.0095,0.006637,0.009729,242.59,5395.0,51.0,17.0,33.0,2.0,3.441,10.676,10.676
2.700,4000,0.0100,0.006383,0.009355,252.18,5630.4,51.0,17.0,33.0,2.0,3.441,15.556,15.556
2.700,4000,0.0110,0.005941,0.008703,271.00,6088.0,52.0,16.0,33.0,2.0,1.791,25.059,25.059
2.700,4000,0.0120,0.005571,0.008158,288.91,6528.4,51.0,17.0,33.0,2.0,3.441,34.226,34.226
2.700,4000,0.0130,0.005259,0.007699,306.14,6951.9,52.0,16.0,32.0,2.0,2.542,43.066,43.066
2.700,4000,0.0140,0.004990,0.007303,322.68,7359.1,51.0,16.0,34.0,2.0,2.139,51.587,51.587
2.700,4000,0.0150,0.004756,0.006959,338.50,7750.3,50.0,16.0,34.0,2.0,2.624,59.799,59.799
2.700,4200,0.0070,0.008146,0.011960,197.68,4308.7,52.0,17.0,33.0,2.0,3.364,11.911,11.911
2.700,4200,0.0080,0.007329,0.010751,219.68,4841.2,52.0,17.0,32.0,2.0,4.114,5.790,5.790
2.700,4200,0.0085,0.006989,0.010249,230.36,5100.1,51.0,17.0,33.0,2.0,3.441,6.766,6.766
2.700,4200,0.0090,0.006686,0.009801,240.82,5354.4,50.0,17.0,34.0,2.0,4.196,9.643,9.643
2.700,4200,0.0095,0.006412,0.009398,251.00,5603.9,51.0,17.0,32.0,2.0,4.192,14.800,14.800
2.700,4200,0.0100,0.006166,0.009036,261.09,5848.8,51.0,17.0,33.0,2.0,3.441,19.867,19.867
2.700,4200,0.0110,0.005739,0.008405,280.55,6325.0,50.0,16.0,33.0,2.0,2.354,29.737,29.737
2.700,4200,0.0120,0.005380,0.007877,299.27,6783.3,51.0,17.0,34.0,2.0,3.711,39.259,39.259
2.700,4200,0.0130,0.005076,0.007430,317.18,7224.3,52.0,17.0,34.0,2.0,3.634,48.444,48.444
2.700,4200,0.0140,0.004815,0.007046,334.32,7648.4,52.0,16.0,33.0,2.0,1.791,57.301,57.301
2.700,4200,0.0150,0.004590,0.006715,350.82,8056.1,51.0,16.0,33.0,2.0,1.869,65.837,65.837
2.700,4500,0.0070,0.007773,0.011408,207.14,4541.6,53.0,15.0,32.0,2.0,4.284,8.355,8.355
2.700,4500,0.0080,0.006990,0.010251,230.32,5103.8,52.0,16.0,33.0,2.0,1.791,6.264,6.264
2.700,4500,0.0085,0.006665,0.009772,241.59,5377.3,51.0,17.0,33.0,2.0,3.441,9.879,9.879
2.700,4500,0.0090,0.006375,0.009343,252.59,5645.8,52.0,17.0,32.0,2.0,4.114,15.411,15.411
2.700,4500,0.0095,0.006113,0.008957,263.41,5909.5,52.0,17.0,33.0,2.0,3.364,20.847,20.847
2.700,4500,0.0100,0.005875,0.008606,274.05,6168.3,51.0,17.0,33.0,2.0,3.441,26.189,26.189
2.700,4500,0.0110,0.005465,0.008002,294.59,6671.8,52.0,16.0,33.0,2.0,1.791,36.596,36.596
2.700,4500,0.0120,0.005121,0.007496,314.36,7156.6,51.0,16.0,34.0,2.0,2.139,46.641,46.641
2.700,4500,0.0130,0.004830,0.007068,333.27,7623.2,52.0,16.0,32.0,2.0,2.542,56.333,56.333
2.700,4500,0.0140,0.004581,0.006702,351.45,8072.2,52.0,15.0,32.0,2.0,3.800,65.681,65.681
2.700,4500,0.0150,0.004365,0.006384,368.86,8504.0,51.0,15.0,32.0,2.0,3.877,74.694,74.694
2.800,2800,0.0070,0.010184,0.014983,158.09,3325.7,52.0,17.0,33.0,2.0,3.364,31.583,31.583
2.800,2800,0.0080,0.009195,0.013515,175.09,3733.4,51.0,16.0,33.0,2.0,1.869,23.112,23.112
2.800,2800,0.0085,0.008780,0.012900,183.36,3931.3,52.0,16.0,32.0,2.0,2.542,18.989,18.989
2.800,2800,0.0090,0.008411,0.012353,191.41,4125.5,52.0,16.0,33.0,2.0,1.791,14.941,14.941
2.800,2800,0.0095,0.008078,0.011859,199.32,4315.8,53.0,16.0,33.0,2.0,2.276,12.492,12.492
2.800,2800,0.0100,0.007774,0.011410,207.05,4502.4,51.0,15.0,33.0,2.0,3.127,10.463,10.463
2.800,2800,0.0110,0.007251,0.010636,222.05,4864.6,52.0,16.0,33.0,2.0,1.791,8.786,8.786
2.800,2800,0.0120,0.006810,0.009985,236.45,5212.5,51.0,16.0,34.0,2.0,2.139,10.636,10.636
2.800,2800,0.0130,0.006436,0.009434,250.09,5546.5,52.0,16.0,33.0,2.0,1.791,15.311,15.311
2.800,2800,0.0140,0.006115,0.008960,263.27,5866.8,51.0,16.0,34.0,2.0,2.139,21.672,21.672
2.800,2800,0.0150,0.005837,0.008550,275.82,6174.1,52.0,17.0,33.0,2.0,3.364,28.197,28.197
2.800,3000,0.0070,0.009701,0.014266,165.95,3515.5,52.0,17.0,33.0,2.0,3.364,27.897,27.897
2.800,3000,0.0080,0.008752,0.012858,183.95,3947.1,50.0,16.0,32.0,2.0,3.104,18.959,18.959
2.800,3000,0.0085,0.008360,0.012276,192.64,4156.8,52.0,16.0,33.0,2.0,1.791,14.608,14.608
2.800,3000,0.0090,0.008001,0.011745,201.18,4362.4,51.0,17.0,34.0,2.0,3.711,11.446,11.446
2.800,3000,0.0095,0.007682,0.011273,209.59,4564.1,52.0,16.0,33.0,2.0,1.791,9.228,9.228
2.800,3000,0.0100,0.007393,0.010846,217.77,4761.8,50.0,16.0,33.0,2.0,2.354,7.979,7.979
2.800,3000,0.0110,0.006891,0.010105,233.59,5145.8,52.0,15.0,33.0,2.0,3.049,9.436,9.436
2.800,3000,0.0120,0.006469,0.009482,248.86,5514.8,50.0,16.0,34.0,2.0,2.624,14.114,14.114
2.800,3000,0.0130,0.006111,0.008954,263.41,5869.1,51.0,16.0,33.0,2.0,1.869,21.177,21.177
2.800,3000,0.0140,0.005805,0.008502,277.32,6209.2,53.0,16.0,33.0,2.0,2.276,28.346,28.346
2.800,3000,0.0150,0.005540,0.008112,290.64,6535.5,51.0,16.0,34.0,2.0,2.139,35.247,35.247
2.800,3200,0.0070,0.009272,0.013629,173.59,3700.6,51.0,16.0,32.0,2.0,2.619,24.301,24.301
2.800,3200,0.0080,0.008364,0.012282,192.50,4155.6,52.0,17.0,33.0,2.0,3.364,14.906,14.906
2.800,3200,0.0085,0.007981,0.011716,201.73,4376.7,52.0,16.0,33.0,2.0,1.791,10.775,10.775
2.800,3200,0.0090,0.007642,0.011214,210.73,4593.6,53.0,17.0,32.0,2.0,4.599,8.363,8.363
2.800,3200,0.0095,0.007333,0.010758,219.55,4806.4,52.0,16.0,32.0,2.0,2.542,6.917,6.917
2.800,3200,0.0100,0.007054,0.010346,228.23,5015.1,51.0,16.0,33.0,2.0,1.869,8.042,8.042
2.800,3200,0.0110,0.006574,0.009636,244.91,5420.4,52.0,17.0,33.0,2.0,3.364,12.144,12.144
2.800,3200,0.0120,0.006170,0.009040,260.95,5810.0,51.0,16.0,33.0,2.0,1.869,19.477,19.477
2.800,3200,0.0130,0.005826,0.008533,276.36,6184.3,51.0,17.0,34.0,2.0,3.711,27.314,27.314
2.800,3200,0.0140,0.005533,0.008102,291.05,6543.8,50.0,16.0,34.0,2.0,2.624,34.864,34.864
2.800,3200,0.0150,0.005277,0.007726,305.09,6888.7,52.0,15.0,33.0,2.0,3.049,42.133,42.133
2.800,3400,0.0070,0.008893,0.013066,181.05,3881.2,52.0,16.0,32.0,2.0,2.542,20.788,20.788
2.800,3400,0.0080,0.008012,0.011761,200.91,4359.1,52.0,16.0,33.0,2.0,1.791,10.947,10.947
2.800,3400,0.0085,0.007647,0.011221,210.55,4591.4,51.0,17.0,34.0,2.0,3.711,7.873,7.873
2.800,3400,0.0090,0.007317,0.010733,220.00,4819.3,51.0,17.0,34.0,2.0,3.711,6.370,6.370
2.800,3400,0.0095,0.007022,0.010298,229.27,5043.0,51.0,17.0,34.0,2.0,3.711,7.658,7.658
2.800,3400,0.0100,0.006754,0.009903,238.36,5262.3,51.0,16.0,34.0,2.0,2.139,9.408,9.408
2.800,3400,0.0110,0.006290,0.009218,255.91,5688.6,52.0,17.0,33.0,2.0,3.364,16.564,16.564
2.800,3400,0.0120,0.005902,0.008646,272.82,6098.4,51.0,17.0,33.0,2.0,3.441,25.092,25.092
2.800,3400,0.0130,0.005572,0.008159,288.95,6492.4,50.0,16.0,34.0,2.0,2.624,33.313,33.313
2.800,3400,0.0140,0.005289,0.007743,304.41,6870.8,49.0,16.0,34.0,2.0,3.108,41.235,41.235
2.800,3400,0.0150,0.005043,0.007382,319.23,7234.1,51.0,16.0,34.0,2.0,2.139,48.865,48.865
2.800,3600,0.0070,0.008551,0.012560,188.27,4057.5,49.0,17.0,33.0,2.0,4.411,17.354,17.354
2.800,3600,0.0080,0.007702,0.011303,209.05,4557.8,52.0,17.0,33.0,2.0,3.364,7.763,7.763
2.800,3600,0.0085,0.007345,0.010776,219.18,4801.1,52.0,16.0,32.0,2.0,2.542,5.796,5.796
2.800,3600,0.0090,0.007029,0.010309,229.05,5039.8,52.0,17.0,33.0,2.0,3.364,7.141,7.141
2.800,3600,0.0095,0.006743,0.009886,238.77,5274.1,51.0,16.0,33.0,2.0,1.869,9.038,9.038
2.800,3600,0.0100,0.006486,0.009507,248.23,5504.0,51.0,17.0,34.0,2.0,3.711,12.425,12.425
2.800,3600,0.0110,0.006037,0.008845,266.68,5950.6,51.0,16.0,34.0,2.0,2.139,21.668,21.668
2.800,3600,0.0120,0.005661,0.008290,284.36,6380.4,51.0,17.0,34.0,2.0,3.711,30.584,30.584
2.800,3600,0.0130,0.005345,0.007825,301.27,6793.6,51.0,16.0,34.0,2.0,2.139,39.181,39.181
2.800,3600,0.0140,0.005072,0.007423,317.41,7190.6,51.0,16.0,34.0,2.0,2.139,47.468,47.468
2.800,3600,0.0150,0.004835,0.007076,332.95,7572.0,53.0,16.0,33.0,2.0,2.276,55.451,55.451
2.800,3800,0.0070,0.008243,0.012103,195.27,4229.7,52.0,15.0,32.0,2.0,3.800,13.994,13.994
2.800,3800,0.0080,0.007418,0.010883,217.05,4752.0,51.0,17.0,33.0,2.0,3.441,5.691,5.691
2.800,3800,0.0085,0.007074,0.010375,227.55,5006.0,48.0,18.0,35.0,2.0,7.488,6.498,7.488
2.800,3800,0.0090,0.006767,0.009922,237.91,5255.3,51.0,16.0,33.0,2.0,1.869,8.306,8.306
2.800,3800,0.0095,0.006493,0.009517,247.95,5500.0,51.0,16.0,34.0,2.0,2.139,12.084,12.084
2.800,3800,0.0100,0.006243,0.009148,257.91,5740.1,53.0,17.0,33.0,2.0,3.848,17.031,17.031
2.800,3800,0.0110,0.005809,0.008509,277.14,6206.9,51.0,16.0,33.0,2.0,1.869,26.665,26.665
2.800,3800,0.0120,0.005447,0.007975,295.59,6656.1,50.0,16.0,33.0,2.0,2.354,35.961,35.961
2.800,3800,0.0130,0.005140,0.007524,313.27,7088.2,51.0,16.0,33.0,2.0,1.869,44.927,44.927
2.800,3800,0.0140,0.004875,0.007135,330.23,7503.6,50.0,17.0,34.0,2.0,4.196,53.571,53.571
2.800,3800,0.0150,0.004647,0.006799,346.41,7902.7,52.0,16.0,33.0,2.0,1.791,61.902,61.902
2.800,4000,0.0070,0.007961,0.011687,202.23,4398.0,52.0,16.0,33.0,2.0,1.791,10.703,10.703
2.800,4000,0.0080,0.007163,0.010506,224.77,4941.8,51.0,17.0,34.0,2.0,3.711,5.735,5.735
2.800,4000,0.0085,0.006829,0.010012,235.77,5206.3,50.0,18.0,35.0,2.0,6.519,7.222,7.222
2.800,4000,0.0090,0.006531,0.009574,246.50,5466.0,50.0,16.0,34.0,2.0,2.624,11.165,11.165
2.800,4000,0.0095,0.006265,0.009180,257.00,5720.9,51.0,16.0,33.0,2.0,1.869,16.399,16.399
2.800,4000,0.0100,0.006022,0.008822,267.36,5971.1,52.0,17.0,33.0,2.0,3.364,21.542,21.542
2.800,4000,0.0110,0.005603,0.008205,287.32,6457.6,50.0,17.0,35.0,2.0,4.946,31.561,31.561
2.800,4000,0.0120,0.005252,0.007689,306.55,6925.9,50.0,15.0,33.0,2.0,3.611,41.229,41.229
2.800,4000,0.0130,0.004954,0.007250,325.00,7376.5,51.0,15.0,33.0,2.0,3.127,50.556,50.556
2.800,4000,0.0140,0.004699,0.006876,342.64,7809.9,51.0,16.0,33.0,2.0,1.869,59.551,59.551
2.800,4000,0.0150,0.004477,0.006549,359.59,8226.5,52.0,15.0,32.0,2.0,3.800,68.223,68.223
2.800,4200,0.0070,0.007705,0.011307,208.95,4562.7,54.0,17.0,32.0,2.0,5.083,7.478,7.478
2.800,4200,0.0080,0.006929,0.010160,232.36,5127.5,52.0,17.0,33.0,2.0,3.364,6.352,6.352
2.800,4200,0.0085,0.006606,0.009684,243.73,5402.3,52.0,16.0,32.0,2.0,2.542,9.676,9.676
2.800,4200,0.0090,0.006317,0.009258,254.91,5672.1,51.0,16.0,34.0,2.0,2.139,15.200,15.200
2.800,4200,0.0095,0.006058,0.008875,265.82,5937.0,52.0,16.0,33.0,2.0,1.791,20.629,20.629
2.800,4200,0.0100,0.005822,0.008528,276.55,6197.1,52.0,16.0,33.0,2.0,1.791,25.965,25.965
2.800,4200,0.0110,0.005415,0.007929,297.32,6702.9,49.0,16.0,34.0,2.0,3.108,36.360,36.360
2.800,4200,0.0120,0.005074,0.007427,317.27,7189.9,52.0,16.0,33.0,2.0,1.791,46.394,46.394
2.800,4200,0.0130,0.004785,0.007002,336.50,7658.8,54.0,15.0,32.0,2.0,4.769,56.076,56.076
2.800,4200,0.0140,0.004538,0.006638,354.82,8109.8,53.0,15.0,31.0,2.0,5.035,65.416,65.416
2.800,4200,0.0150,0.004323,0.006323,372.41,8543.5,51.0,15.0,32.0,2.0,3.877,74.422,74.422
2.800,4500,0.0070,0.007362,0.010801,218.68,4802.9,52.0,17.0,33.0,2.0,3.364,5.317,5.317
2.800,4500,0.0080,0.006617,0.009700,243.36,5398.5,52.0,16.0,33.0,2.0,1.791,9.379,9.379
2.800,4500,0.0085,0.006305,0.009239,255.36,5688.4,52.0,17.0,33.0,2.0,3.364,15.294,15.294
2.800,4500,0.0090,0.006027,0.008830,267.14,5973.1,52.0,16.0,32.0,2.0,2.542,21.108,21.108
2.800,4500,0.0095,0.005778,0.008463,278.64,6252.7,52.0,16.0,33.0,2.0,1.791,26.824,26.824
2.800,4500,0.0100,0.005553,0.008131,289.95,6527.2,51.0,16.0,34.0,2.0,2.139,32.442,32.442
2.800,4500,0.0110,0.005163,0.007557,311.86,7061.2,51.0,16.0,33.0,2.0,1.869,43.388,43.388
2.800,4500,0.0120,0.004836,0.007077,332.91,7575.8,50.0,16.0,34.0,2.0,2.624,53.959,53.959
2.800,4500,0.0130,0.004559,0.006670,353.09,8071.3,52.0,15.0,32.0,2.0,3.800,64.162,64.162
2.800,4500,0.0140,0.004322,0.006321,372.55,8548.3,53.0,15.0,32.0,2.0,4.284,74.008,74.008
2.800,4500,0.0150,0.004116,0.006019,391.14,9007.2,51.0,16.0,33.0,2.0,1.869,83.505,83.505
2.900,2800,0.0070,0.009599,0.014114,167.73,3542.9,50.0,16.0,33.0,2.0,2.354,27.720,27.720
2.900,2800,0.0080,0.008656,0.012715,186.00,3977.8,52.0,15.0,33.0,2.0,3.049,18.754,18.754
2.900,2800,0.0085,0.008264,0.012135,194.86,4189.1,53.0,16.0,32.0,2.0,3.026,14.389,14.389
2.900,2800,0.0090,0.007912,0.011613,203.50,4396.3,51.0,16.0,35.0,2.0,2.889,12.162,12.162
2.900,2800,0.0095,0.007598,0.011149,211.91,4599.5,51.0,16.0,33.0,2.0,1.869,9.981,9.981
2.900,2800,0.0100,0.007309,0.010722,220.23,4798.8,52.0,16.0,32.0,2.0,2.542,9.569,9.569
2.900,2800,0.0110,0.006812,0.009987,236.36,5185.7,50.0,16.0,33.0,2.0,2.354,9.821,9.821
2.900,2800,0.0120,0.006395,0.009372,251.77,5557.4,52.0,14.0,33.0,2.0,4.622,14.867,14.867
2.900,2800,0.0130,0.006041,0.008851,266.55,5914.4,52.0,15.0,33.0,2.0,3.049,21.518,21.518
2.900,2800,0.0140,0.005737,0.008403,280.59,6257.0,52.0,15.0,32.0,2.0,3.800,28.715,28.715
