c,i0,p2h,gate,unt,arr_d,flujo04,untreated,treated,adult,child,mape_t5,mape_f8,max_err
2.900,2800,0.0150,0.005474,0.008016,294.14,6585.5,51.0,17.0,33.0,2.0,3.441,35.643,35.643
2.900,3000,0.0070,0.009150,0.013448,175.91,3740.5,53.0,15.0,32.0,2.0,4.284,23.922,23.922
2.900,3000,0.0080,0.008247,0.012109,195.18,4200.5,54.0,15.0,32.0,2.0,4.769,14.474,14.474
2.900,3000,0.0085,0.007869,0.011551,204.55,4424.1,52.0,16.0,33.0,2.0,1.791,11.291,11.291
2.900,3000,0.0090,0.007533,0.011053,213.73,4643.4,52.0,16.0,33.0,2.0,1.791,8.908,8.908
2.900,3000,0.0095,0.007230,0.010605,222.68,4858.4,51.0,16.0,33.0,2.0,1.869,8.371,8.371
2.900,3000,0.0100,0.006956,0.010201,231.45,5069.4,51.0,16.0,34.0,2.0,2.139,8.415,8.415
2.900,3000,0.0110,0.006479,0.009496,248.50,5479.1,50.0,16.0,35.0,2.0,3.374,13.012,13.012
2.900,3000,0.0120,0.006081,0.008909,264.77,5873.0,52.0,16.0,33.0,2.0,1.791,20.115,20.115
2.900,3000,0.0130,0.005742,0.008409,280.41,6251.3,51.0,16.0,34.0,2.0,2.139,28.003,28.003
2.900,3000,0.0140,0.005451,0.007981,295.36,6614.6,51.0,16.0,33.0,2.0,1.869,35.601,35.601
2.900,3000,0.0150,0.005199,0.007610,309.68,6963.3,52.0,16.0,32.0,2.0,2.542,42.919,42.919
2.900,3200,0.0070,0.008756,0.012864,183.86,3933.0,52.0,14.0,31.0,1.0,18.027,20.222,20.222
2.900,3200,0.0080,0.007885,0.011574,204.18,4417.4,50.0,16.0,34.0,2.0,2.624,10.821,10.821
2.900,3200,0.0085,0.007523,0.011039,213.95,4652.9,52.0,16.0,32.0,2.0,2.542,8.232,8.232
2.900,3200,0.0090,0.007199,0.010560,223.64,4883.9,52.0,16.0,33.0,2.0,1.791,7.288,7.288
2.900,3200,0.0095,0.006907,0.010128,233.09,5110.6,51.0,16.0,33.0,2.0,1.869,8.031,8.031
2.900,3200,0.0100,0.006645,0.009742,242.32,5333.0,50.0,16.0,34.0,2.0,2.624,10.346,10.346
2.900,3200,0.0110,0.006186,0.009064,260.23,5765.0,51.0,16.0,33.0,2.0,1.869,17.432,17.432
2.900,3200,0.0120,0.005803,0.008500,277.45,6180.5,51.0,16.0,33.0,2.0,1.869,26.033,26.033
2.900,3200,0.0130,0.005478,0.008021,293.91,6579.8,51.0,15.0,34.0,2.0,3.397,34.325,34.325
2.900,3200,0.0140,0.005198,0.007609,309.73,6963.4,52.0,15.0,33.0,2.0,3.049,42.317,42.317
2.900,3200,0.0150,0.004957,0.007255,324.77,7331.7,51.0,16.0,33.0,2.0,1.869,50.015,50.015
2.900,3400,0.0070,0.008399,0.012335,191.68,4120.4,52.0,16.0,32.0,2.0,2.542,16.613,16.613
2.900,3400,0.0080,0.007562,0.011096,212.91,4628.7,52.0,15.0,33.0,1.0,14.954,7.957,14.954
2.900,3400,0.0085,0.007214,0.010581,223.18,4875.8,52.0,16.0,33.0,2.0,1.791,6.336,6.336
2.900,3400,0.0090,0.006902,0.010121,233.32,5118.4,52.0,16.0,33.0,2.0,1.791,7.505,7.505
2.900,3400,0.0095,0.006619,0.009704,243.23,5356.4,50.0,15.0,34.0,2.0,3.882,10.058,10.058
2.900,3400,0.0100,0.006366,0.009330,252.91,5589.9,50.0,16.0,33.0,2.0,2.354,13.462,13.462
2.900,3400,0.0110,0.005925,0.008680,271.68,6043.8,51.0,16.0,33.0,2.0,1.869,22.799,22.799
2.900,3400,0.0120,0.005557,0.008137,289.82,6480.4,50.0,16.0,34.0,2.0,2.624,31.808,31.808
2.900,3400,0.0130,0.005243,0.007675,307.09,6900.3,52.0,15.0,32.0,2.0,3.800,40.496,40.496
2.900,3400,0.0140,0.004975,0.007282,323.64,7303.8,52.0,16.0,33.0,2.0,1.791,48.872,48.872
2.900,3400,0.0150,0.004742,0.006938,339.55,7691.3,52.0,15.0,34.0,2.0,3.319,56.943,56.943
2.900,3600,0.0070,0.008083,0.011867,199.14,4303.0,53.0,16.0,33.0,2.0,2.276,13.088,13.088
2.900,3600,0.0080,0.007275,0.010671,221.32,4834.6,52.0,17.0,33.0,2.0,3.364,5.529,5.529
2.900,3600,0.0085,0.006936,0.010170,232.14,5093.2,51.0,16.0,33.0,2.0,1.869,6.849,6.849
2.900,3600,0.0090,0.006634,0.009726,242.68,5347.0,51.0,16.0,33.0,2.0,1.869,9.386,9.386
2.900,3600,0.0095,0.006361,0.009323,253.09,5596.0,51.0,16.0,33.0,2.0,1.869,13.289,13.289
2.900,3600,0.0100,0.006116,0.008962,263.23,5840.5,52.0,16.0,33.0,2.0,1.791,18.294,18.294
2.900,3600,0.0110,0.005692,0.008336,282.86,6315.7,51.0,16.0,33.0,2.0,1.869,28.043,28.043
2.900,3600,0.0120,0.005334,0.007810,301.82,6773.1,51.0,16.0,33.0,2.0,1.869,37.451,37.451
2.900,3600,0.0130,0.005033,0.007366,319.91,7213.1,52.0,15.0,33.0,2.0,3.049,46.526,46.526
2.900,3600,0.0140,0.004774,0.006985,337.27,7636.1,52.0,14.0,32.0,2.0,5.372,55.278,55.278
2.900,3600,0.0150,0.004550,0.006657,353.86,8042.5,52.0,15.0,31.0,2.0,4.550,63.714,63.714
2.900,3800,0.0070,0.007797,0.011443,206.50,4481.1,51.0,16.0,34.0,2.0,2.139,9.643,9.643
2.900,3800,0.0080,0.007011,0.010282,229.64,5035.5,52.0,17.0,34.0,2.0,3.634,6.070,6.070
2.900,3800,0.0085,0.006684,0.009799,240.86,5305.2,51.0,16.0,32.0,2.0,2.619,8.341,8.341
2.900,3800,0.0090,0.006394,0.009370,251.82,5570.0,50.0,16.0,34.0,2.0,2.624,12.506,12.506
2.900,3800,0.0095,0.006131,0.008984,262.64,5829.9,52.0,15.0,32.0,2.0,3.800,17.808,17.808
2.900,3800,0.0100,0.005893,0.008632,273.27,6085.0,51.0,16.0,33.0,2.0,1.869,23.018,23.018
2.900,3800,0.0110,0.005481,0.008026,293.77,6581.2,52.0,15.0,32.0,2.0,3.800,33.170,33.170
2.900,3800,0.0120,0.005136,0.007518,313.41,7058.8,53.0,15.0,31.0,2.0,5.035,42.968,42.968
2.900,3800,0.0130,0.004843,0.007088,332.36,7518.5,51.0,16.0,34.0,2.0,2.139,52.423,52.423
2.900,3800,0.0140,0.004593,0.006720,350.50,7960.6,52.0,15.0,32.0,2.0,3.800,61.543,61.543
2.900,3800,0.0150,0.004377,0.006402,367.82,8385.6,51.0,14.0,32.0,2.0,5.449,70.337,70.337
2.900,4000,0.0070,0.007538,0.011060,213.59,4654.9,54.0,16.0,32.0,2.0,3.511,6.272,6.272
2.900,4000,0.0080,0.006775,0.009933,237.64,5231.5,52.0,16.0,32.0,2.0,2.542,6.933,6.933
2.900,4000,0.0085,0.006456,0.009463,249.32,5512.1,51.0,16.0,33.0,2.0,1.869,11.121,11.121
2.900,4000,0.0090,0.006174,0.009047,260.77,5787.7,50.0,16.0,34.0,2.0,2.624,16.723,16.723
2.900,4000,0.0095,0.005919,0.008671,272.00,6058.2,52.0,15.0,32.0,2.0,3.800,22.230,22.230
2.900,4000,0.0100,0.005690,0.008333,282.95,6323.8,51.0,16.0,34.0,2.0,2.139,27.642,27.642
2.900,4000,0.0110,0.005290,0.007744,304.36,6840.4,51.0,16.0,34.0,2.0,2.139,38.187,38.187
2.900,4000,0.0120,0.004957,0.007254,324.82,7337.9,52.0,15.0,33.0,2.0,3.049,48.368,48.368
2.900,4000,0.0130,0.004673,0.006838,344.50,7816.9,51.0,15.0,34.0,2.0,3.397,58.195,58.195
2.900,4000,0.0140,0.004430,0.006480,363.41,8277.7,51.0,15.0,33.0,2.0,3.127,67.676,67.676
2.900,4000,0.0150,0.004220,0.006172,381.50,8720.9,53.0,15.0,31.0,2.0,5.035,76.820,76.820
2.900,4200,0.0070,0.007300,0.010709,220.55,4824.5,53.0,16.0,32.0,2.0,3.026,4.834,4.834
2.900,4200,0.0080,0.006559,0.009615,245.45,5423.0,51.0,16.0,33.0,2.0,1.869,9.142,9.142
2.900,4200,0.0085,0.006250,0.009159,257.59,5714.2,51.0,16.0,33.0,2.0,1.869,15.048,15.048
2.900,4200,0.0090,0.005975,0.008753,269.45,6000.3,52.0,16.0,32.0,2.0,2.542,20.853,20.853
2.900,4200,0.0095,0.005729,0.008390,281.09,6281.2,51.0,17.0,34.0,2.0,3.711,26.560,26.560
2.900,4200,0.0100,0.005505,0.008061,292.45,6557.0,52.0,16.0,33.0,2.0,1.791,32.169,32.169
2.900,4200,0.0110,0.005117,0.007490,314.64,7093.6,52.0,15.0,33.0,2.0,3.049,43.101,43.101
2.900,4200,0.0120,0.004793,0.007013,335.95,7610.6,52.0,16.0,33.0,2.0,1.791,53.658,53.658
2.900,4200,0.0130,0.004518,0.006609,356.36,8108.5,51.0,15.0,33.0,2.0,3.127,63.849,63.849
2.900,4200,0.0140,0.004282,0.006262,376.00,8587.8,52.0,14.0,32.0,2.0,5.372,73.684,73.684
2.900,4200,0.0150,0.004078,0.005963,394.73,9048.8,52.0,14.0,31.0,2.0,6.122,83.172,83.172
2.900,4500,0.0070,0.006981,0.010237,230.64,5071.7,51.0,17.0,33.0,2.0,3.441,4.930,4.930
2.900,4500,0.0080,0.006270,0.009188,256.82,5701.9,50.0,17.0,35.0,2.0,4.946,14.584,14.584
2.900,4500,0.0085,0.005973,0.008750,269.50,6008.7,51.0,15.0,33.0,2.0,3.127,20.791,20.791
2.900,4500,0.0090,0.005707,0.008359,282.09,6310.1,51.0,16.0,34.0,2.0,2.139,26.894,26.894
2.900,4500,0.0095,0.005471,0.008011,294.32,6606.2,51.0,15.0,33.0,2.0,3.127,32.894,32.894
2.900,4500,0.0100,0.005256,0.007694,306.32,6897.0,49.0,16.0,34.0,3.0,12.632,38.792,38.792
2.900,4500,0.0110,0.004884,0.007147,329.64,7462.9,51.0,16.0,34.0,2.0,2.139,50.290,50.290
2.900,4500,0.0120,0.004573,0.006690,352.09,8008.4,53.0,14.0,33.0,2.0,5.106,61.396,61.396
2.900,4500,0.0130,0.004310,0.006303,373.59,8534.0,52.0,15.0,32.0,2.0,3.800,72.122,72.122
2.900,4500,0.0140,0.004083,0.005970,394.32,9040.2,50.0,15.0,32.0,2.0,4.362,82.476,82.476
2.900,4500,0.0150,0.003887,0.005683,414.18,9527.4,53.0,15.0,30.0,2.0,5.785,92.469,92.469
3.000,2800,0.0070,0.009052,0.013302,177.86,3769.3,52.0,16.0,32.0,2.0,2.542,23.763,23.763
3.000,2800,0.0080,0.008158,0.011977,197.32,4232.9,51.0,17.0,33.0,2.0,3.441,14.358,14.358
3.000,2800,0.0085,0.007783,0.011423,206.86,4458.2,53.0,15.0,32.0,2.0,4.284,11.962,11.962
3.000,2800,0.0090,0.007449,0.010929,216.09,4679.2,52.0,15.0,33.0,2.0,3.049,10.258,10.258
3.000,2800,0.0095,0.007151,0.010489,225.14,4895.9,52.0,16.0,34.0,2.0,2.061,9.885,9.885
3.000,2800,0.0100,0.006879,0.010087,234.09,5108.5,51.0,16.0,33.0,2.0,1.869,9.526,9.526
3.000,2800,0.0110,0.006407,0.009391,251.32,5521.4,52.0,14.0,32.0,2.0,5.372,13.688,13.688
3.000,2800,0.0120,0.006011,0.008806,267.82,5918.3,50.0,15.0,34.0,2.0,3.882,20.407,20.407
3.000,2800,0.0130,0.005675,0.008312,283.68,6299.5,52.0,15.0,34.0,2.0,3.319,28.321,28.321
3.000,2800,0.0140,0.005389,0.007890,298.82,6665.6,51.0,16.0,34.0,2.0,2.139,35.947,35.947
3.000,2800,0.0150,0.005139,0.007522,313.27,7016.8,52.0,15.0,33.0,2.0,3.049,43.292,43.292
3.000,3000,0.0070,0.008637,0.012687,186.41,3974.7,51.0,15.0,32.0,2.0,3.877,19.859,19.859
3.000,3000,0.0080,0.007778,0.011415,207.00,4464.4,50.0,16.0,35.0,2.0,3.374,11.295,11.295
3.000,3000,0.0085,0.007421,0.010887,216.95,4702.5,53.0,15.0,32.0,2.0,4.284,9.120,9.120
3.000,3000,0.0090,0.007100,0.010413,226.77,4936.0,51.0,16.0,33.0,2.0,1.869,8.659,8.659
3.000,3000,0.0095,0.006813,0.009989,236.36,5165.2,51.0,16.0,34.0,2.0,2.139,8.347,8.347
3.000,3000,0.0100,0.006551,0.009602,245.77,5390.0,52.0,15.0,33.0,2.0,3.049,11.120,11.120
3.000,3000,0.0110,0.006100,0.008937,263.95,5826.8,52.0,15.0,32.0,2.0,3.800,18.002,18.002
3.000,3000,0.0120,0.005721,0.008379,281.41,6246.8,50.0,16.0,33.0,2.0,2.354,26.653,26.653
3.000,3000,0.0130,0.005399,0.007905,298.14,6650.5,52.0,16.0,33.0,2.0,1.791,34.996,34.996
3.000,3000,0.0140,0.005124,0.007501,314.23,7038.3,53.0,15.0,32.0,2.0,4.284,43.037,43.037
3.000,3000,0.0150,0.004885,0.007148,329.59,7410.5,52.0,14.0,33.0,2.0,4.622,50.785,50.785
3.000,3200,0.0070,0.008272,0.012146,194.64,4174.2,51.0,15.0,33.0,2.0,3.127,16.059,16.059
3.000,3200,0.0080,0.007443,0.010920,216.32,4689.4,51.0,16.0,35.0,2.0,2.889,8.276,8.276
3.000,3200,0.0085,0.007101,0.010415,226.77,4939.8,51.0,16.0,33.0,2.0,1.869,7.566,7.566
3.000,3200,0.0090,0.006791,0.009956,237.09,5185.7,51.0,16.0,33.0,2.0,1.869,7.817,7.817
3.000,3200,0.0095,0.006515,0.009549,247.14,5426.9,51.0,15.0,32.0,2.0,3.877,10.932,10.932
3.000,3200,0.0100,0.006263,0.009179,257.05,5663.7,50.0,16.0,34.0,2.0,2.624,14.242,14.242
3.000,3200,0.0110,0.005829,0.008539,276.23,6123.7,50.0,16.0,34.0,2.0,2.624,23.653,23.653
3.000,3200,0.0120,0.005464,0.008001,294.64,6566.3,51.0,15.0,34.0,2.0,3.397,32.735,32.735
3.000,3200,0.0130,0.005157,0.007548,312.23,6992.0,50.0,15.0,33.0,2.0,3.611,41.495,41.495
3.000,3200,0.0140,0.004892,0.007158,329.14,7401.0,52.0,14.0,33.0,2.0,4.622,49.941,49.941
3.000,3200,0.0150,0.004662,0.006821,345.32,7793.9,52.0,15.0,32.0,2.0,3.800,58.082,58.082
3.000,3400,0.0070,0.007942,0.011658,202.73,4368.1,50.0,16.0,36.0,2.0,4.124,12.358,12.358
3.000,3400,0.0080,0.007144,0.010478,225.36,4908.1,51.0,16.0,34.0,2.0,2.139,6.622,6.622
3.000,3400,0.0085,0.006813,0.009989,236.32,5170.7,52.0,15.0,32.0,2.0,3.800,7.150,7.150
3.000,3400,0.0090,0.006516,0.009551,247.14,5428.5,51.0,15.0,33.0,2.0,3.127,10.334,10.334
3.000,3400,0.0095,0.006248,0.009156,257.68,5681.5,50.0,15.0,34.0,2.0,3.882,14.265,14.265
3.000,3400,0.0100,0.006006,0.008800,268.05,5929.9,52.0,16.0,33.0,2.0,1.791,19.318,19.318
3.000,3400,0.0110,0.005588,0.008183,288.14,6412.7,53.0,15.0,33.0,2.0,3.534,29.162,29.162
3.000,3400,0.0120,0.005237,0.007667,307.45,6877.4,51.0,15.0,32.0,2.0,3.877,38.663,38.663
3.000,3400,0.0130,0.004939,0.007229,325.95,7324.4,51.0,15.0,34.0,2.0,3.397,47.831,47.831
3.000,3400,0.0140,0.004685,0.006854,343.68,7754.2,53.0,15.0,32.0,2.0,4.284,56.673,56.673
3.000,3400,0.0150,0.004464,0.006529,360.68,8167.3,52.0,14.0,32.0,2.0,5.372,65.198,65.198
3.000,3600,0.0070,0.007650,0.011226,210.45,4556.8,53.0,15.0,33.0,1.0,15.439,8.747,15.439
3.000,3600,0.0080,0.006878,0.010085,234.09,5120.9,51.0,16.0,33.0,2.0,1.869,6.356,6.356
3.000,3600,0.0085,0.006556,0.009610,245.59,5395.3,52.0,15.0,32.0,2.0,3.800,9.341,9.341
3.000,3600,0.0090,0.006269,0.009187,256.82,5664.8,51.0,15.0,33.0,2.0,3.127,13.641,13.641
3.000,3600,0.0095,0.006011,0.008806,267.91,5929.3,53.0,16.0,32.0,2.0,3.026,19.002,19.002
3.000,3600,0.0100,0.005776,0.008460,278.73,6189.0,51.0,15.0,34.0,2.0,3.397,24.271,24.271
3.000,3600,0.0110,0.005372,0.007866,299.73,6694.0,51.0,15.0,34.0,2.0,3.397,34.537,34.537
3.000,3600,0.0120,0.005033,0.007367,319.82,7180.3,53.0,15.0,32.0,2.0,4.284,44.449,44.449
3.000,3600,0.0130,0.004746,0.006944,339.23,7648.3,53.0,15.0,33.0,2.0,3.534,54.014,54.014
3.000,3600,0.0140,0.004499,0.006582,357.82,8098.4,52.0,14.0,32.0,2.0,5.372,63.243,63.243
3.000,3600,0.0150,0.004287,0.006269,375.59,8531.2,53.0,15.0,31.0,2.0,5.035,72.144,72.144
3.000,3800,0.0070,0.007384,0.010833,218.05,4740.4,52.0,16.0,32.0,2.0,2.542,6.076,6.076
3.000,3800,0.0080,0.006635,0.009727,242.59,5328.1,51.0,16.0,33.0,2.0,1.869,7.965,7.965
3.000,3800,0.0085,0.006325,0.009269,254.55,5614.1,52.0,15.0,32.0,2.0,3.800,12.382,12.382
3.000,3800,0.0090,0.006046,0.008859,266.27,5894.9,50.0,17.0,35.0,2.0,4.946,18.053,18.053
3.000,3800,0.0095,0.005796,0.008490,277.77,6170.7,50.0,16.0,35.0,2.0,3.374,23.628,23.628
3.000,3800,0.0100,0.005570,0.008157,289.05,6441.5,50.0,16.0,34.0,2.0,2.624,29.108,29.108
3.000,3800,0.0110,0.005178,0.007579,310.95,6968.2,50.0,15.0,33.0,2.0,3.611,39.787,39.787
3.000,3800,0.0120,0.004850,0.007097,331.91,7475.5,53.0,15.0,32.0,1.0,16.189,50.100,50.100
3.000,3800,0.0130,0.004572,0.006689,352.14,7964.0,51.0,16.0,33.0,2.0,1.869,60.055,60.055
3.000,3800,0.0140,0.004333,0.006338,371.50,8434.0,51.0,15.0,31.0,2.0,4.627,69.663,69.663
3.000,3800,0.0150,0.004127,0.006035,390.09,8886.1,52.0,14.0,32.0,2.0,5.372,78.931,78.931
3.000,4000,0.0070,0.007144,0.010478,225.36,4919.3,51.0,16.0,34.0,2.0,2.139,4.418,4.418
3.000,4000,0.0080,0.006418,0.009406,250.86,5529.9,52.0,15.0,32.0,2.0,3.800,10.499,10.499
3.000,4000,0.0085,0.006114,0.008959,263.27,5827.2,51.0,16.0,33.0,2.0,1.869,16.483,16.483
3.000,4000,0.0090,0.005844,0.008560,275.50,6119.2,53.0,16.0,32.0,2.0,3.026,22.367,22.367
3.000,4000,0.0095,0.005602,0.008203,287.41,6405.9,52.0,16.0,33.0,2.0,1.791,28.151,28.151
3.000,4000,0.0100,0.005382,0.007880,299.14,6687.5,52.0,15.0,33.0,2.0,3.049,33.837,33.837
3.000,4000,0.0110,0.005002,0.007321,321.86,7235.4,53.0,15.0,31.0,2.0,5.035,44.920,44.920
3.000,4000,0.0120,0.004684,0.006853,343.73,7763.4,53.0,14.0,32.0,2.0,5.857,55.625,55.625
3.000,4000,0.0130,0.004414,0.006457,364.73,8271.9,52.0,15.0,31.0,2.0,4.550,65.962,65.962
3.000,4000,0.0140,0.004183,0.006117,384.86,8761.4,52.0,14.0,31.0,2.0,6.122,75.940,75.940
3.000,4000,0.0150,0.003983,0.005824,404.18,9232.5,53.0,14.0,31.0,2.0,6.607,85.568,85.568
3.000,4200,0.0070,0.006925,0.010154,232.50,5093.6,52.0,16.0,34.0,2.0,2.061,4.929,4.929
3.000,4200,0.0080,0.006217,0.009111,258.95,5726.8,50.0,16.0,35.0,2.0,3.374,14.300,14.300
3.000,4200,0.0085,0.005923,0.008677,271.82,6035.0,52.0,15.0,33.0,2.0,3.049,20.495,20.495
3.000,4200,0.0090,0.005661,0.008290,284.36,6337.9,51.0,16.0,33.0,2.0,1.869,26.586,26.586
3.000,4200,0.0095,0.005424,0.007942,296.82,6635.3,50.0,16.0,34.0,2.0,2.624,32.575,32.575
3.000,4200,0.0100,0.005211,0.007628,308.95,6927.5,51.0,16.0,34.0,2.0,2.139,38.464,38.464
3.000,4200,0.0110,0.004841,0.007085,332.55,7496.1,52.0,16.0,33.0,2.0,1.791,49.942,49.942
3.000,4200,0.0120,0.004533,0.006631,355.18,8044.2,53.0,15.0,33.0,2.0,3.534,61.032,61.032
3.000,4200,0.0130,0.004271,0.006246,376.91,8572.4,50.0,15.0,33.0,2.0,3.611,71.743,71.743
3.000,4200,0.0140,0.004047,0.005917,397.86,9081.0,51.0,15.0,32.0,2.0,3.877,82.084,82.084
3.000,4200,0.0150,0.003852,0.005631,417.95,9570.6,51.0,14.0,32.0,2.0,5.449,92.064,92.064
3.000,4500,0.0070,0.006629,0.009718,242.82,5347.2,51.0,16.0,32.0,2.0,2.619,6.799,6.799
3.000,4500,0.0080,0.005949,0.008715,270.64,6013.0,50.0,16.0,34.0,2.0,2.624,19.854,19.854
3.000,4500,0.0085,0.005666,0.008299,284.14,6337.3,52.0,16.0,33.0,2.0,1.791,26.357,26.357
3.000,4500,0.0090,0.005414,0.007927,297.36,6656.0,53.0,16.0,33.0,2.0,2.276,32.752,32.752
3.000,4500,0.0095,0.005187,0.007592,310.41,6969.1,52.0,14.0,32.0,2.0,5.372,39.041,39.041
3.000,4500,0.0100,0.004982,0.007292,323.14,7276.6,51.0,15.0,34.0,2.0,3.397,45.224,45.224
3.000,4500,0.0110,0.004627,0.006769,347.95,7875.5,53.0,16.0,33.0,2.0,2.276,57.282,57.282
3.000,4500,0.0120,0.004330,0.006333,371.82,8453.1,51.0,15.0,32.0,2.0,3.877,68.934,68.934
3.000,4500,0.0130,0.004079,0.005965,394.68,9009.9,53.0,14.0,30.0,2.0,7.357,80.192,80.192
3.000,4500,0.0140,0.003863,0.005648,416.73,9546.4,52.0,15.0,32.0,1.0,15.704,91.064,91.064
3.000,4500,0.0150,0.003677,0.005374,437.91,10063.1,52.0,15.0,33.0,2.0,3.049,101.561,101.561
3.200,2800,0.0070,0.008081,0.011864,199.23,4248.5,52.0,15.0,33.0,2.0,3.049,15.613,15.613
3.200,2800,0.0080,0.007270,0.010665,221.45,4773.2,52.0,15.0,33.0,2.0,3.049,10.608,10.608
3.200,2800,0.0085,0.006933,0.010166,232.23,5028.3,52.0,15.0,34.0,2.0,3.319,10.200,10.200
3.200,2800,0.0090,0.006630,0.009720,242.77,5278.7,51.0,15.0,33.0,2.0,3.127,10.416,10.416
3.200,2800,0.0095,0.006358,0.009318,253.23,5524.5,51.0,15.0,33.0,2.0,3.127,12.173,12.173
3.200,2800,0.0100,0.006114,0.008959,263.36,5765.7,51.0,14.0,33.0,2.0,4.699,15.413,15.413
3.200,2800,0.0110,0.005687,0.008329,283.05,6234.4,52.0,15.0,33.0,2.0,3.049,24.388,24.388
3.200,2800,0.0120,0.005331,0.007805,302.05,6685.4,52.0,14.0,33.0,2.0,4.622,33.543,33.543
3.200,2800,0.0130,0.005028,0.007359,320.18,7119.0,52.0,14.0,33.0,2.0,4.622,42.378,42.378
3.200,2800,0.0140,0.004769,0.006978,337.59,7535.8,53.0,13.0,31.0,2.0,8.179,50.899,50.899
3.200,2800,0.0150,0.004544,0.006647,354.32,7936.1,52.0,14.0,32.0,2.0,5.372,59.115,59.115
3.200,3000,0.0070,0.007725,0.011337,208.41,4468.3,51.0,15.0,33.0,2.0,3.127,11.915,11.915
3.200,3000,0.0080,0.006945,0.010184,231.82,5021.1,52.0,15.0,33.0,2.0,3.049,8.959,8.959
3.200,3000,0.0085,0.006621,0.009705,243.18,5290.1,50.0,15.0,33.0,2.0,3.611,9.159,9.159
3.200,3000,0.0090,0.006332,0.009279,254.32,5554.1,50.0,14.0,34.0,2.0,5.454,11.780,11.780
3.200,3000,0.0095,0.006070,0.008894,265.18,5813.3,51.0,15.0,32.0,2.0,3.877,15.418,15.418
3.200,3000,0.0100,0.005835,0.008547,275.91,6067.7,52.0,15.0,33.0,2.0,3.049,20.532,20.532
3.200,3000,0.0110,0.005426,0.007944,296.73,6562.3,52.0,14.0,32.0,2.0,5.372,30.497,30.497
3.200,3000,0.0120,0.005084,0.007441,316.64,7038.5,51.0,14.0,33.0,2.0,4.699,40.119,40.119
3.200,3000,0.0130,0.004794,0.007014,335.86,7496.6,54.0,14.0,31.0,2.0,7.092,49.407,49.407
3.200,3000,0.0140,0.004545,0.006648,354.27,7937.1,53.0,14.0,32.0,2.0,5.857,58.369,58.369
3.200,3000,0.0150,0.004330,0.006332,371.86,8360.4,51.0,13.0,33.0,2.0,6.271,67.012,67.012
3.200,3200,0.0070,0.007412,0.010874,217.18,4680.9,51.0,16.0,33.0,2.0,1.869,9.029,9.029
3.200,3200,0.0080,0.006659,0.009762,241.77,5261.0,51.0,15.0,33.0,2.0,3.127,7.759,7.759
3.200,3200,0.0085,0.006347,0.009301,253.68,5543.4,49.0,15.0,35.0,2.0,5.117,10.937,10.937
3.200,3200,0.0090,0.006067,0.008889,265.36,5820.6,51.0,15.0,33.0,2.0,3.127,15.201,15.201
3.200,3200,0.0095,0.005817,0.008521,276.77,6092.8,52.0,15.0,33.0,2.0,3.049,20.646,20.646
3.200,3200,0.0100,0.005588,0.008183,288.09,6360.1,52.0,16.0,34.0,2.0,2.061,25.998,25.998
3.200,3200,0.0110,0.005196,0.007606,309.82,6879.9,51.0,15.0,33.0,2.0,3.127,36.430,36.430
3.200,3200,0.0120,0.004866,0.007121,330.82,7380.5,51.0,14.0,32.0,2.0,5.449,46.506,46.506
3.200,3200,0.0130,0.004587,0.006710,351.00,7862.4,53.0,14.0,32.0,2.0,5.857,56.235,56.235
3.200,3200,0.0140,0.004347,0.006358,370.36,8326.0,52.0,13.0,32.0,2.0,6.944,65.624,65.624
3.200,3200,0.0150,0.004140,0.006054,388.82,8771.8,52.0,14.0,32.0,2.0,5.372,74.683,74.683
3.200,3400,0.0070,0.007131,0.010459,225.77,4886.7,52.0,15.0,32.0,2.0,3.800,7.013,7.013
3.200,3400,0.0080,0.006404,0.009386,251.41,5493.4,50.0,15.0,34.0,2.0,3.882,9.667,9.667
3.200,3400,0.0085,0.006103,0.008942,263.82,5788.7,51.0,15.0,33.0,2.0,3.127,14.271,14.271
3.200,3400,0.0090,0.005832,0.008543,276.00,6078.8,51.0,15.0,33.0,2.0,3.127,20.048,20.048
3.200,3400,0.0095,0.005589,0.008185,288.05,6363.7,53.0,15.0,33.0,2.0,3.534,25.729,25.729
3.200,3400,0.0100,0.005370,0.007862,299.82,6643.4,53.0,15.0,33.0,2.0,3.534,31.313,31.313
3.200,3400,0.0110,0.004991,0.007304,322.55,7187.7,52.0,14.0,32.0,2.0,5.372,42.200,42.200
3.200,3400,0.0120,0.004672,0.006836,344.55,7712.1,52.0,14.0,33.0,2.0,4.622,52.717,52.717
3.200,3400,0.0130,0.004403,0.006441,365.68,8217.1,53.0,13.0,32.0,1.0,19.334,62.875,62.875
3.200,3400,0.0140,0.004172,0.006102,385.91,8703.3,51.0,14.0,32.0,2.0,5.449,72.682,72.682
3.200,3400,0.0150,0.003973,0.005808,405.23,9170.9,50.0,14.0,32.0,2.0,5.934,82.146,82.146
3.200,3600,0.0070,0.006879,0.010087,234.00,5086.2,50.0,15.0,34.0,2.0,3.882,5.499,5.499
3.200,3600,0.0080,0.006176,0.009050,260.68,5718.6,51.0,16.0,32.0,2.0,2.619,12.647,12.647
3.200,3600,0.0085,0.005883,0.008617,273.64,6026.6,51.0,15.0,33.0,2.0,3.127,18.758,18.758
3.200,3600,0.0090,0.005621,0.008232,286.36,6329.1,51.0,15.0,33.0,2.0,3.127,24.768,24.768
